order_id,customer_id,order_date,total_amount,status
5272,839,2019-12-25,49.99,Confirmed
5273,773,2021-03-20,149.98,Shipped
5274,897,2023-11-27,19.99,Delivered
5275,21,2023-05-06,29.99,Processed
5276,642,2024-01-13,59.99,Confirmed
5277,527,2022-06-08,99.98,Processed
5278,760,2023-04-09,99.98,Confirmed
5279,647,2022-01-31,199.98,Shipped
5280,624,2024-05-26,99.98,Confirmed
5281,81,2020-05-29,69.99,Shipped
5282,15,2019-09-06,25.98,Delivered
5283,578,2024-05-12,59.98,Confirmed
5284,216,2023-05-04,89.97,Confirmed
5285,62,2023-11-08,129.97,Processed
5286,812,2019-02-22,61.97,Shipped
5287,845,2024-04-24,329.97,Processed
5288,204,2022-06-13,49.98,Processed
5289,991,2023-08-30,179.98,Processed
5290,99,2024-01-21,179.98,Processed
5291,266,2024-04-07,39.98,Processed
5292,749,2022-10-07,338.96,Shipped
5293,15,2022-09-23,49.99,Shipped
5294,171,2023-04-04,336.91,Processed
5295,41,2023-05-14,99.98,Delivered
5296,830,2024-02-18,69.98,Processed
5297,757,2024-05-18,279.94,Confirmed
5298,449,2023-09-24,129.99,Confirmed
5299,485,2021-10-25,109.98,Confirmed
5300,568,2024-01-26,215.9,Shipped
5301,62,2023-08-13,164.96,Delivered
5302,761,2021-11-23,99.99,Processed
5303,164,2022-03-28,134.96,Confirmed
5304,350,2023-09-23,119.99,Processed
5305,988,2019-12-31,18.99,Processed
5306,933,2024-05-29,99.99,Delivered
5307,993,2024-02-21,59.98,Shipped
5308,239,2023-09-24,49.99,Delivered
5309,901,2020-02-06,537.92,Shipped
5310,144,2023-04-27,29.99,Confirmed
5311,187,2024-05-06,89.98,Confirmed
5312,694,2020-10-20,159.98,Delivered
5313,942,2022-10-27,99.98,Delivered
5314,228,2023-11-14,19.99,Delivered
5315,110,2022-09-11,169.98,Shipped
5316,322,2019-07-21,48.98,Delivered
5317,550,2019-04-13,64.99,Shipped
5318,254,2024-02-10,18.99,Confirmed
5319,908,2020-09-03,144.98,Confirmed
5320,225,2021-03-04,159.97,Delivered
5321,764,2019-02-12,119.98,Confirmed
5322,731,2021-07-14,149.98,Processed
5323,744,2022-10-03,469.93,Processed
5324,574,2022-05-04,239.96,Shipped
5325,91,2020-01-23,24.99,Confirmed
5326,36,2023-11-15,19.99,Shipped
5327,794,2023-05-04,229.95,Delivered
5328,284,2020-07-23,39.98,Delivered
5329,580,2021-10-20,49.99,Shipped
5330,371,2023-10-08,29.99,Confirmed
5331,869,2024-02-19,274.94,Confirmed
5332,302,2024-01-10,49.99,Processed
5333,814,2020-06-08,119.99,Processed
5334,238,2021-04-21,419.95,Processed
5335,430,2023-03-06,449.93,Shipped
5336,342,2022-07-24,24.99,Confirmed
5337,178,2024-04-01,99.98,Confirmed
5338,870,2024-05-28,119.96,Processed
5339,578,2023-09-13,99.99,Processed
5340,116,2024-03-19,49.98,Confirmed
5341,738,2024-05-02,19.99,Shipped
5342,267,2024-05-30,89.97,Delivered
5343,761,2021-04-12,229.96,Processed
5344,553,2021-12-20,199.98,Processed
5345,305,2024-04-23,159.97,Shipped
5346,236,2024-02-12,37.98,Confirmed
5347,467,2019-12-30,179.97,Confirmed
5348,666,2021-03-20,59.99,Processed
5349,894,2019-06-04,59.99,Processed
5350,151,2021-04-29,119.98,Confirmed
5351,818,2023-08-11,99.99,Delivered
5352,177,2022-05-30,49.99,Delivered
5353,731,2023-08-02,64.99,Delivered
5354,641,2022-07-05,25.98,Delivered
5355,939,2022-09-12,58.97,Shipped
5356,314,2021-05-28,209.94,Delivered
5357,382,2024-01-11,409.95,Confirmed
5358,645,2024-03-04,99.98,Processed
5359,372,2022-03-31,18.99,Processed
5360,485,2022-12-02,99.99,Delivered
5361,796,2024-03-23,189.98,Confirmed
5362,508,2024-03-26,214.98,Processed
5363,350,2023-10-29,59.98,Shipped
5364,783,2022-08-07,239.94,Processed
5365,582,2023-12-05,38.98,Confirmed
5366,428,2023-08-28,300.92,Confirmed
5367,836,2022-10-06,39.98,Processed
5368,302,2023-07-06,49.99,Delivered
5369,513,2022-04-05,25.98,Confirmed
5370,581,2023-07-17,119.98,Processed
5371,846,2024-05-25,19.99,Shipped
5372,910,2024-05-09,29.99,Processed
5373,532,2023-03-18,29.99,Processed
5374,786,2024-05-16,28.98,Processed
5375,129,2022-08-03,49.99,Confirmed
5376,750,2023-07-31,29.99,Delivered
5377,874,2023-03-28,219.95,Delivered
5378,562,2023-05-30,99.99,Confirmed
5379,883,2022-10-28,29.99,Shipped
5380,38,2024-04-08,109.97,Processed
5381,512,2024-02-07,59.98,Processed
5382,573,2021-11-27,99.99,Delivered
5383,854,2024-02-03,109.97,Confirmed
5384,784,2021-10-16,49.99,Processed
5385,526,2023-09-24,119.99,Shipped
5386,186,2023-05-20,502.93,Shipped
5387,704,2023-09-01,139.98,Processed
5388,269,2022-04-03,245.95,Delivered
5389,279,2021-01-20,49.98,Shipped
5390,13,2024-02-14,149.99,Processed
5391,328,2022-01-10,229.95,Processed
5392,459,2023-10-24,49.98,Processed
5393,102,2023-08-01,29.99,Delivered
5394,553,2023-03-06,19.99,Delivered
5395,881,2023-09-25,19.99,Confirmed
5396,732,2021-02-04,199.98,Delivered
5397,4,2023-08-30,59.98,Shipped
5398,611,2018-11-01,15.99,Shipped
5399,540,2022-01-23,69.99,Delivered
5400,779,2022-06-18,235.94,Processed
5401,37,2024-01-21,39.98,Delivered
5402,387,2024-01-20,115.98,Processed
5403,188,2024-04-26,49.99,Processed
5404,746,2023-10-15,49.99,Delivered
5405,678,2023-06-06,275.94,Shipped
5406,270,2022-12-18,188.94,Shipped
5407,217,2021-03-08,18.99,Delivered
5408,224,2021-01-15,49.99,Processed
5409,818,2023-12-09,124.98,Processed
5410,219,2022-01-14,49.99,Shipped
5411,807,2024-03-15,59.99,Processed
5412,556,2023-11-22,455.93,Confirmed
5413,371,2022-10-16,79.98,Confirmed
5414,764,2024-05-22,599.92,Processed
5415,872,2020-12-06,129.99,Confirmed
5416,556,2022-10-16,15.99,Delivered
5417,912,2022-08-10,119.97,Shipped
5418,260,2023-11-23,154.98,Processed
5419,947,2022-06-23,24.99,Processed
5420,715,2023-12-01,139.96,Processed
5421,966,2021-10-08,24.99,Confirmed
5422,526,2022-12-25,19.99,Processed
5423,11,2024-04-24,170.95,Processed
5424,725,2022-12-28,129.99,Delivered
5425,898,2023-12-09,199.97,Confirmed
5426,90,2021-02-02,39.99,Shipped
5427,545,2023-08-15,29.99,Confirmed
5428,727,2023-07-18,449.89,Delivered
5429,324,2023-08-18,49.99,Confirmed
5430,298,2022-11-24,149.97,Shipped
5431,571,2021-09-29,49.98,Confirmed
5432,357,2021-06-24,114.98,Delivered
5433,544,2021-05-02,79.97,Shipped
5434,58,2023-11-27,29.99,Processed
5435,570,2022-10-18,24.99,Processed
5436,970,2024-05-19,37.98,Confirmed
5437,74,2023-11-10,379.94,Shipped
5438,908,2022-10-15,229.98,Shipped
5439,798,2024-05-20,115.98,Confirmed
5440,821,2023-12-02,49.98,Delivered
5441,336,2022-11-09,226.93,Shipped
5442,857,2018-09-03,89.96,Processed
5443,222,2022-03-16,39.98,Delivered
5444,69,2022-01-12,64.99,Processed
5445,687,2023-05-22,12.99,Shipped
5446,416,2021-06-09,99.99,Delivered
5447,369,2023-12-10,49.99,Confirmed
5448,135,2024-04-14,149.99,Shipped
5449,91,2023-09-25,37.98,Processed
5450,653,2023-11-19,159.96,Delivered
5451,808,2020-06-09,19.99,Processed
5452,32,2023-02-10,75.97,Confirmed
5453,484,2021-08-21,109.97,Confirmed
5454,463,2023-07-25,129.97,Confirmed
5455,101,2023-01-29,92.96,Confirmed
5456,529,2020-03-27,165.95,Processed
5457,308,2024-03-03,315.92,Delivered
5458,15,2019-01-27,139.96,Delivered
5459,521,2023-01-06,199.98,Delivered
5460,400,2024-03-11,49.99,Confirmed
5461,224,2022-03-14,139.98,Shipped
5462,398,2024-02-13,19.99,Shipped
5463,485,2024-03-30,139.98,Confirmed
5464,106,2023-10-14,159.98,Shipped
5465,516,2024-03-09,29.99,Confirmed
5466,929,2023-05-29,25.98,Processed
5467,146,2023-05-18,15.99,Delivered
5468,526,2022-10-13,59.98,Processed
5469,89,2021-11-06,225.96,Delivered
5470,98,2024-01-11,31.98,Processed
5471,379,2024-05-31,25.98,Shipped
5472,463,2021-12-09,99.99,Shipped
5473,393,2021-11-18,299.96,Confirmed
5474,608,2021-08-21,31.98,Confirmed
5475,475,2024-01-26,29.99,Confirmed
5476,48,2020-12-16,69.98,Shipped
5477,441,2020-04-18,31.98,Confirmed
5478,933,2022-07-13,19.99,Delivered
5479,727,2021-08-29,89.97,Shipped
5480,938,2023-03-07,159.98,Processed
5481,482,2021-04-21,314.93,Processed
5482,628,2023-08-18,39.98,Delivered
5483,530,2021-04-16,19.99,Shipped
5484,838,2022-07-12,129.98,Delivered
5485,639,2020-06-15,124.96,Confirmed
5486,689,2024-05-27,139.97,Shipped
5487,496,2022-09-04,51.96,Delivered
5488,825,2024-05-24,49.99,Delivered
5489,650,2024-05-27,319.94,Processed
5490,676,2024-05-25,129.97,Shipped
5491,342,2022-11-20,24.99,Confirmed
5492,554,2021-01-03,149.97,Confirmed
5493,75,2020-11-26,39.98,Delivered
5494,120,2023-01-24,84.98,Delivered
5495,5,2021-04-04,284.96,Delivered
5496,828,2023-12-09,129.98,Confirmed
5497,996,2023-08-21,189.97,Confirmed
5498,493,2024-03-01,179.98,Confirmed
5499,139,2024-01-27,15.99,Delivered
5500,136,2023-04-11,59.98,Delivered
5501,974,2020-08-14,24.99,Processed
5502,193,2023-09-08,129.98,Delivered
5503,623,2022-01-16,49.98,Shipped
5504,55,2024-05-05,305.92,Confirmed
5505,185,2020-05-11,49.99,Confirmed
5506,497,2024-04-05,19.99,Delivered
5507,58,2023-01-09,62.98,Delivered
5508,647,2019-09-07,69.99,Confirmed
5509,61,2020-01-16,359.97,Confirmed
5510,308,2024-05-22,39.98,Processed
5511,519,2024-04-19,19.99,Shipped
5512,965,2022-01-17,445.9,Processed
5513,166,2018-12-18,18.99,Confirmed
5514,413,2020-06-12,114.97,Confirmed
5515,866,2024-02-17,239.98,Delivered
5516,344,2022-09-11,149.99,Shipped
5517,524,2023-11-28,184.94,Delivered
5518,130,2021-11-03,49.98,Shipped
5519,14,2024-01-17,69.99,Confirmed
5520,204,2020-09-03,199.98,Shipped
5521,197,2022-11-14,69.99,Confirmed
5522,430,2023-11-01,59.98,Shipped
5523,319,2023-01-30,37.98,Confirmed
5524,180,2021-05-14,112.98,Confirmed
5525,850,2023-03-31,24.99,Delivered
5526,231,2024-05-26,129.99,Confirmed
5527,297,2024-05-13,19.99,Shipped
5528,268,2023-12-24,49.99,Shipped
5529,347,2023-10-08,39.98,Processed
5530,272,2021-11-27,109.97,Delivered
5531,398,2020-06-27,129.99,Shipped
5532,824,2023-10-31,19.99,Delivered
5533,127,2023-10-18,39.98,Delivered
5534,645,2020-12-06,119.99,Confirmed
5535,731,2023-11-28,79.98,Delivered
5536,239,2022-09-17,225.96,Confirmed
5537,251,2022-03-24,64.98,Shipped
5538,538,2024-04-03,129.99,Confirmed
5539,379,2024-05-01,29.99,Processed
5540,916,2024-04-27,39.98,Processed
5541,722,2021-02-09,129.99,Delivered
5542,172,2022-10-08,119.98,Processed
5543,407,2023-09-28,29.99,Processed
5544,349,2022-04-06,179.96,Shipped
5545,373,2023-07-04,29.99,Processed
5546,282,2023-10-19,99.98,Confirmed
5547,20,2023-03-08,114.98,Delivered
5548,682,2021-10-20,69.99,Shipped
5549,837,2022-11-27,89.96,Shipped
5550,839,2023-03-15,261.91,Shipped
5551,439,2024-02-10,69.99,Processed
5552,235,2023-12-31,29.99,Shipped
5553,452,2023-05-13,279.94,Confirmed
5554,941,2023-09-20,239.97,Shipped
5555,506,2023-11-26,339.95,Shipped
5556,628,2020-03-02,112.96,Shipped
5557,731,2021-06-25,164.97,Confirmed
5558,825,2024-02-03,221.93,Delivered
5559,511,2024-03-31,219.97,Shipped
5560,616,2024-03-15,19.99,Delivered
5561,521,2020-02-26,149.98,Shipped
5562,546,2023-08-18,158.96,Confirmed
5563,938,2021-12-01,39.99,Confirmed
5564,75,2022-12-10,19.99,Processed
5565,984,2023-04-04,99.98,Delivered
5566,161,2021-09-28,114.98,Confirmed
5567,549,2020-05-31,15.99,Shipped
5568,485,2020-11-24,49.98,Confirmed
5569,249,2023-08-26,129.99,Delivered
5570,666,2020-09-07,99.99,Processed
5571,867,2024-04-24,119.94,Processed
5572,479,2023-11-12,215.96,Confirmed
5573,472,2023-07-22,129.99,Delivered
5574,985,2022-04-26,19.99,Shipped
5575,395,2022-09-07,99.98,Processed
5576,999,2023-10-16,18.99,Delivered
5577,665,2021-09-30,29.99,Processed
5578,820,2022-12-03,214.98,Confirmed
5579,310,2023-11-13,12.99,Confirmed
5580,836,2023-07-06,64.97,Confirmed
5581,955,2023-06-15,39.99,Processed
5582,550,2022-11-13,49.99,Confirmed
5583,298,2022-04-29,159.97,Processed
5584,505,2024-03-04,29.99,Shipped
5585,378,2023-07-11,199.98,Confirmed
5586,792,2023-07-01,389.94,Delivered
5587,576,2022-03-02,49.98,Processed
5588,60,2023-07-19,24.99,Delivered
5589,476,2022-06-06,99.98,Shipped
5590,210,2023-12-22,95.97,Shipped
5591,354,2020-01-27,289.96,Shipped
5592,206,2022-11-18,39.98,Shipped
5593,56,2024-04-30,49.99,Processed
5594,313,2023-03-12,49.99,Delivered
5595,56,2022-09-10,49.99,Delivered
5596,878,2022-07-07,19.99,Delivered
5597,587,2022-04-23,269.94,Delivered
5598,462,2023-03-29,234.93,Confirmed
5599,184,2019-02-26,69.99,Delivered
5600,748,2021-04-23,49.99,Delivered
5601,314,2024-05-20,539.92,Processed
5602,482,2021-07-18,29.99,Delivered
5603,500,2023-04-18,39.99,Confirmed
5604,457,2023-08-31,18.99,Delivered
5605,8,2023-08-02,43.98,Shipped
5606,18,2023-01-05,19.99,Confirmed
5607,687,2024-01-18,29.99,Processed
5608,336,2023-06-10,39.98,Processed
5609,482,2022-08-11,119.98,Delivered
5610,32,2022-11-29,99.98,Delivered
5611,892,2023-05-01,39.98,Processed
5612,277,2023-07-01,119.98,Processed
5613,168,2023-09-11,49.99,Shipped
5614,606,2024-03-22,99.98,Shipped
5615,996,2021-01-24,99.98,Delivered
5616,839,2021-12-27,49.99,Delivered
5617,39,2022-07-11,89.97,Confirmed
5618,788,2022-09-25,49.99,Processed
5619,821,2022-09-13,199.98,Shipped
5620,557,2021-07-30,49.98,Shipped
5621,16,2023-01-28,24.99,Shipped
5622,804,2022-09-07,49.98,Processed
5623,969,2023-06-13,74.97,Shipped
5624,4,2023-05-24,19.99,Delivered
5625,989,2022-03-31,59.98,Delivered
5626,823,2023-11-07,49.98,Delivered
5627,271,2024-05-13,39.98,Delivered
5628,894,2020-08-15,49.98,Confirmed
5629,679,2020-05-18,64.99,Processed
5630,562,2023-09-07,99.98,Delivered
5631,162,2020-09-14,37.98,Delivered
5632,509,2023-10-22,74.98,Processed
5633,596,2023-12-15,104.97,Confirmed
5634,597,2022-09-04,119.97,Shipped
5635,281,2021-03-23,149.97,Shipped
5636,74,2022-10-05,79.98,Delivered
5637,294,2024-05-17,229.94,Delivered
5638,584,2020-05-11,29.99,Confirmed
5639,502,2024-03-27,199.97,Shipped
5640,134,2023-06-09,79.98,Delivered
5641,746,2022-07-13,49.99,Confirmed
5642,866,2022-06-22,164.96,Shipped
5643,507,2024-04-01,37.98,Delivered
5644,884,2019-07-16,204.96,Shipped
5645,525,2023-06-18,124.98,Delivered
5646,964,2023-12-08,29.99,Processed
5647,504,2019-09-29,15.99,Processed
5648,248,2019-03-24,19.99,Processed
5649,193,2023-08-05,69.99,Delivered
5650,344,2021-09-16,259.98,Delivered
5651,103,2023-04-25,99.97,Delivered
5652,284,2018-12-07,81.95,Shipped
5653,235,2024-03-04,119.98,Delivered
5654,419,2022-11-06,39.99,Delivered
5655,791,2020-03-04,225.94,Delivered
5656,272,2021-10-26,234.96,Processed
5657,772,2021-04-08,174.98,Delivered
5658,362,2023-12-28,49.99,Confirmed
5659,528,2021-06-25,49.99,Shipped
5660,621,2022-06-17,149.99,Confirmed
5661,420,2023-11-26,24.99,Shipped
5662,342,2023-01-23,49.98,Delivered
5663,641,2022-01-06,69.99,Processed
5664,771,2023-03-02,19.99,Shipped
5665,947,2020-12-10,309.93,Confirmed
5666,926,2023-10-07,99.98,Confirmed
5667,900,2020-07-29,18.99,Confirmed
5668,362,2023-12-01,39.98,Shipped
5669,778,2021-11-13,269.97,Processed
5670,95,2020-04-08,49.99,Delivered
5671,54,2022-10-10,214.97,Confirmed
5672,458,2020-06-09,99.98,Shipped
5673,431,2023-11-19,49.99,Confirmed
5674,328,2022-01-24,199.98,Processed
5675,894,2020-11-06,219.96,Processed
5676,443,2023-08-04,89.97,Delivered
5677,831,2022-11-21,49.98,Confirmed
5678,689,2024-05-09,114.98,Processed
5679,891,2023-12-13,64.97,Confirmed
5680,282,2019-11-28,587.9,Processed
5681,836,2022-09-12,99.99,Processed
5682,81,2022-11-24,29.99,Delivered
5683,398,2020-09-04,19.99,Processed
5684,48,2023-09-09,99.98,Confirmed
5685,117,2023-01-19,89.98,Delivered
5686,940,2023-01-04,84.97,Confirmed
5687,743,2021-07-09,254.96,Processed
5688,732,2023-08-28,49.99,Confirmed
5689,109,2024-05-10,49.99,Shipped
5690,119,2021-06-11,59.98,Processed
5691,448,2019-10-03,69.99,Delivered
5692,216,2022-10-28,19.99,Processed
5693,19,2024-03-19,39.98,Confirmed
5694,102,2023-08-02,119.98,Shipped
5695,272,2022-02-12,99.99,Shipped
5696,890,2024-03-16,342.95,Confirmed
5697,224,2022-02-27,18.99,Processed
5698,575,2022-06-16,49.98,Shipped
5699,586,2018-11-11,49.99,Processed
5700,498,2022-11-09,12.99,Shipped
5701,156,2021-01-06,482.91,Processed
5702,356,2024-03-28,15.99,Delivered
5703,544,2023-04-01,95.97,Processed
5704,903,2023-10-26,49.99,Shipped
5705,63,2023-10-31,145.97,Delivered
5706,711,2024-01-24,29.99,Processed
5707,550,2021-11-25,272.94,Processed
5708,726,2021-08-26,19.99,Confirmed
5709,790,2022-07-11,99.99,Processed
5710,905,2023-09-23,219.97,Confirmed
5711,566,2023-12-22,49.99,Shipped
5712,90,2021-03-31,199.97,Delivered
5713,885,2019-06-02,149.97,Delivered
5714,757,2024-05-28,284.94,Processed
5715,306,2023-06-24,139.98,Delivered
5716,822,2021-09-11,119.97,Shipped
5717,349,2022-12-10,39.98,Delivered
5718,409,2023-09-13,49.99,Shipped
5719,780,2023-01-20,82.98,Processed
5720,598,2019-11-08,15.99,Confirmed
5721,631,2023-09-01,149.97,Processed
5722,62,2023-10-17,197.95,Confirmed
5723,146,2023-07-25,259.94,Shipped
5724,440,2024-05-29,359.95,Delivered
5725,497,2024-04-22,29.99,Processed
5726,505,2023-03-30,39.98,Confirmed
5727,96,2024-01-14,99.96,Shipped
5728,502,2023-08-31,19.99,Shipped
5729,161,2023-10-05,269.95,Delivered
5730,546,2024-02-06,129.97,Delivered
5731,544,2023-03-10,49.98,Shipped
5732,715,2024-03-06,199.97,Shipped
5733,170,2022-07-16,19.99,Shipped
5734,258,2023-06-19,59.99,Shipped
5735,70,2019-05-04,49.99,Delivered
5736,684,2020-11-15,164.97,Processed
5737,252,2021-11-24,469.96,Confirmed
5738,406,2023-06-28,45.97,Shipped
5739,611,2019-03-19,204.95,Shipped
5740,144,2024-04-28,129.99,Confirmed
5741,301,2023-10-22,269.97,Processed
5742,592,2022-06-23,19.99,Shipped
5743,974,2022-11-23,509.94,Shipped
5744,867,2023-09-05,249.97,Delivered
5745,631,2024-05-19,119.98,Processed
5746,151,2019-08-15,119.97,Confirmed
5747,364,2023-06-05,99.99,Processed
5748,222,2021-10-15,99.98,Delivered
5749,729,2024-04-22,449.95,Delivered
5750,597,2024-01-02,39.99,Confirmed
5751,868,2023-09-18,179.96,Delivered
5752,253,2022-12-08,119.99,Confirmed
5753,193,2024-02-23,39.99,Delivered
5754,120,2023-05-17,59.99,Shipped
5755,121,2023-09-17,31.98,Delivered
5756,594,2023-09-22,29.99,Delivered
5757,255,2024-02-26,19.99,Processed
5758,636,2024-01-07,29.99,Delivered
5759,116,2024-04-10,99.99,Shipped
5760,908,2021-06-06,138.98,Processed
5761,723,2024-02-02,119.98,Delivered
5762,666,2021-12-28,194.94,Shipped
5763,531,2023-02-13,349.93,Delivered
5764,876,2024-02-08,25.98,Delivered
5765,242,2019-11-28,239.96,Delivered
5766,439,2023-05-10,195.96,Shipped
5767,547,2023-05-01,49.99,Shipped
5768,536,2022-06-20,119.98,Shipped
5769,224,2022-12-20,49.99,Confirmed
5770,397,2022-06-21,309.94,Confirmed
5771,730,2024-04-20,199.98,Processed
5772,850,2023-05-18,149.96,Delivered
5773,57,2022-12-21,39.98,Processed
5774,954,2022-05-17,124.98,Shipped
5775,884,2023-10-11,119.97,Processed
5776,870,2024-04-27,49.99,Shipped
5777,686,2019-05-27,39.98,Processed
5778,578,2023-08-24,29.99,Confirmed
5779,863,2024-03-07,59.98,Processed
5780,439,2024-04-22,69.99,Delivered
5781,675,2022-08-12,179.94,Shipped
5782,985,2022-08-08,271.94,Shipped
5783,926,2024-01-16,25.98,Delivered
5784,989,2021-05-28,418.95,Delivered
5785,969,2021-05-24,204.96,Processed
5786,306,2023-03-29,37.98,Processed
5787,173,2022-03-10,139.98,Confirmed
5788,292,2023-06-17,69.99,Confirmed
5789,619,2022-11-04,265.92,Delivered
5790,688,2020-05-15,179.97,Delivered
5791,161,2023-12-11,42.98,Processed
5792,51,2024-05-03,259.98,Confirmed
5793,983,2023-08-25,139.98,Delivered
5794,304,2023-03-15,129.99,Processed
5795,811,2020-01-04,19.99,Shipped
5796,875,2024-03-31,149.99,Processed
5797,542,2023-07-08,79.97,Shipped
5798,705,2021-05-27,144.97,Delivered
5799,247,2024-03-25,119.98,Shipped
5800,741,2022-01-26,198.97,Delivered
5801,604,2024-05-06,199.96,Confirmed
5802,298,2024-02-21,209.96,Processed
5803,655,2021-10-02,59.98,Processed
5804,667,2019-12-10,105.96,Processed
5805,494,2023-06-30,69.98,Delivered
5806,933,2022-12-22,49.99,Processed
5807,131,2022-10-23,59.98,Processed
5808,187,2024-01-14,59.99,Processed
5809,968,2023-05-01,159.94,Processed
5810,246,2021-01-24,29.99,Processed
5811,823,2022-07-30,99.99,Shipped
5812,742,2024-01-21,12.99,Confirmed
5813,15,2022-12-11,239.94,Confirmed
5814,497,2024-05-10,89.97,Confirmed
5815,477,2023-06-06,56.97,Processed
5816,530,2020-05-31,159.96,Shipped
5817,160,2024-03-28,49.98,Confirmed
5818,39,2023-06-05,59.99,Delivered
5819,984,2024-01-27,29.99,Processed
5820,641,2024-03-10,69.99,Confirmed
5821,92,2022-01-29,25.98,Shipped
5822,223,2022-07-03,25.98,Confirmed
5823,511,2023-10-14,49.98,Delivered
5824,93,2019-11-30,149.98,Shipped
5825,287,2023-06-19,15.99,Shipped
5826,90,2021-09-05,39.98,Processed
5827,862,2023-11-17,129.97,Shipped
5828,955,2022-09-10,59.98,Shipped
5829,84,2021-01-30,49.99,Shipped
5830,944,2023-08-05,29.99,Delivered
5831,243,2023-08-31,232.95,Confirmed
5832,900,2020-12-31,199.98,Delivered
5833,381,2024-02-09,49.98,Shipped
5834,135,2022-10-09,124.98,Processed
5835,738,2024-01-16,99.99,Shipped
5836,715,2024-01-08,129.99,Confirmed
5837,672,2024-04-27,89.98,Delivered
5838,76,2022-03-10,39.99,Delivered
5839,509,2023-08-18,25.98,Confirmed
5840,926,2024-03-20,15.99,Delivered
5841,215,2024-05-07,19.99,Delivered
5842,895,2021-10-03,145.95,Shipped
5843,31,2024-05-23,49.98,Delivered
5844,284,2021-02-14,99.99,Processed
5845,395,2022-12-01,229.98,Confirmed
5846,503,2023-05-22,87.97,Processed
5847,103,2024-04-02,337.91,Delivered
5848,984,2023-10-15,19.99,Delivered
5849,584,2022-02-19,37.98,Delivered
5850,427,2022-02-24,39.98,Confirmed
5851,450,2022-11-02,49.98,Delivered
5852,962,2020-01-05,49.98,Processed
5853,461,2023-02-28,99.99,Confirmed
5854,479,2023-07-31,329.97,Shipped
5855,736,2023-12-01,49.98,Delivered
5856,64,2024-05-23,159.98,Processed
5857,234,2022-09-10,59.99,Delivered
5858,773,2022-06-27,49.98,Delivered
5859,508,2023-12-07,139.94,Shipped
5860,820,2022-06-01,129.98,Processed
5861,540,2022-10-02,24.99,Delivered
5862,9,2023-04-01,109.96,Processed
5863,946,2024-01-23,69.99,Processed
5864,588,2023-01-07,229.98,Delivered
5865,867,2022-09-26,239.97,Shipped
5866,720,2023-12-03,149.97,Processed
5867,643,2023-11-22,15.99,Confirmed
5868,434,2022-09-15,126.95,Shipped
5869,153,2020-09-03,99.98,Delivered
5870,557,2020-05-14,49.98,Confirmed
5871,92,2022-06-22,99.99,Processed
5872,454,2022-12-20,29.99,Processed
5873,485,2023-08-09,15.99,Delivered
5874,489,2023-03-15,49.99,Processed
5875,850,2024-03-16,49.99,Confirmed
5876,641,2022-09-12,99.99,Delivered
5877,825,2023-12-20,143.97,Delivered
5878,397,2022-10-04,149.98,Processed
5879,181,2019-04-14,39.98,Delivered
5880,59,2022-07-04,69.99,Confirmed
5881,657,2024-03-27,189.97,Delivered
5882,687,2024-05-21,169.98,Processed
5883,241,2024-03-03,124.96,Processed
5884,743,2021-06-21,59.98,Processed
5885,313,2023-05-30,152.95,Processed
5886,341,2022-10-27,151.95,Delivered
5887,915,2022-09-16,119.98,Confirmed
5888,399,2022-07-28,94.96,Confirmed
5889,957,2023-04-27,49.98,Processed
5890,499,2023-08-24,142.96,Shipped
5891,3,2021-11-28,39.98,Processed
5892,161,2021-11-11,15.99,Delivered
5893,523,2023-12-20,129.96,Delivered
5894,221,2022-07-09,39.98,Delivered
5895,784,2023-10-17,139.98,Delivered
5896,751,2023-12-17,169.98,Delivered
5897,531,2023-04-06,24.99,Delivered
5898,377,2020-10-18,119.98,Processed
5899,569,2023-12-27,204.95,Delivered
5900,702,2024-05-18,29.99,Delivered
5901,665,2020-03-24,19.99,Confirmed
5902,544,2022-07-18,119.98,Processed
5903,621,2022-08-21,119.98,Confirmed
5904,43,2022-09-06,119.99,Shipped
5905,430,2023-09-11,59.98,Processed
5906,793,2020-10-22,79.98,Confirmed
5907,323,2023-01-23,129.98,Delivered
5908,838,2023-05-31,24.99,Confirmed
5909,343,2023-06-07,25.98,Delivered
5910,953,2021-05-31,39.98,Delivered
5911,987,2022-07-27,99.99,Delivered
5912,347,2024-01-17,69.99,Confirmed
5913,32,2022-11-01,219.96,Confirmed
5914,329,2021-11-02,29.99,Processed
5915,838,2024-05-12,24.99,Confirmed
5916,363,2023-09-15,159.96,Delivered
5917,282,2021-02-02,149.99,Confirmed
5918,545,2023-04-09,159.97,Shipped
5919,450,2022-09-22,199.97,Confirmed
5920,791,2022-02-02,129.99,Delivered
5921,925,2020-05-11,24.99,Confirmed
5922,450,2020-11-23,29.99,Processed
5923,240,2020-12-17,49.99,Delivered
5924,393,2023-09-12,199.98,Processed
5925,655,2021-08-20,49.98,Confirmed
5926,285,2023-08-12,565.91,Processed
5927,44,2022-09-02,149.99,Confirmed
5928,337,2024-01-10,29.99,Delivered
5929,417,2022-02-15,24.99,Processed
5930,63,2024-03-01,39.98,Processed
5931,750,2023-09-10,179.97,Shipped
5932,150,2024-05-28,149.96,Confirmed
5933,967,2023-12-04,299.94,Delivered
5934,618,2024-04-10,159.94,Shipped
5935,491,2022-05-02,29.99,Processed
5936,364,2021-04-27,29.99,Shipped
5937,75,2022-12-18,59.98,Delivered
