order_line_id,order_id,product_id,clothing_size,shoe_size,quantity,unit_price,line_total
10692,5743,17,,5,1,99.99,99.99
10693,5743,32,,,1,49.99,49.99
10694,5743,15,,6,1,69.99,69.99
10695,5744,32,,,1,49.99,49.99
10696,5744,5,M,,2,99.99,199.98
10697,5745,9,XS,,2,59.99,119.98
10698,5746,33,,,1,24.99,24.99
10699,5746,33,,,1,24.99,24.99
10700,5746,31,,,1,69.99,69.99
10701,5747,17,,6,1,99.99,99.99
10702,5748,13,,5,1,69.99,69.99
10703,5748,10,S,,1,29.99,29.99
10704,5749,22,,8,1,49.99,49.99
10705,5749,2,M,,2,99.99,199.98
10706,5749,5,XL,,2,99.99,199.98
10707,5750,8,M,,1,39.99,39.99
10708,5751,1,XL,,2,59.99,119.98
10709,5751,35,,,2,29.99,59.98
10710,5752,6,M,,1,119.99,119.99
10711,5753,8,S,,1,39.99,39.99
10712,5754,9,M,,1,59.99,59.99
10713,5755,26,,,2,15.99,31.98
10714,5756,21,,9,1,29.99,29.99
10715,5757,34,,,1,19.99,19.99
10716,5758,7,XL,,1,29.99,29.99
10717,5759,5,S,,1,99.99,99.99
10718,5760,6,M,,1,119.99,119.99
10719,5760,28,,,1,18.99,18.99
10720,5761,13,,8,1,69.99,69.99
10721,5761,19,,6,1,49.99,49.99
10722,5762,33,,,1,24.99,24.99
10723,5762,9,L,,1,59.99,59.99
10724,5762,29,,,2,24.99,49.98
10725,5762,21,,11,1,29.99,29.99
10726,5762,35,,,1,29.99,29.99
10727,5763,14,,5,1,49.99,49.99
10728,5763,20,,7,1,19.99,19.99
10729,5763,30,,,2,24.99,49.98
10730,5763,7,S,,1,29.99,29.99
10731,5763,2,XS,,2,99.99,199.98
10732,5764,24,,,2,12.99,25.98
10733,5765,31,,,2,69.99,139.98
10734,5765,11,M,,2,49.99,99.98
10735,5766,1,XL,,1,59.99,59.99
10736,5766,26,,,1,15.99,15.99
10737,5766,9,XS,,2,59.99,119.98
10738,5767,14,,6,1,49.99,49.99
10739,5768,13,,7,1,69.99,69.99
10740,5768,14,,5,1,49.99,49.99
10741,5769,19,,9,1,49.99,49.99
10742,5770,27,,,1,19.99,19.99
10743,5770,32,,,2,49.99,99.98
10744,5770,13,,8,1,69.99,69.99
10745,5770,15,,8,1,69.99,69.99
10746,5770,22,,9,1,49.99,49.99
10747,5771,2,S,,2,99.99,199.98
10748,5772,29,,,2,24.99,49.98
10749,5772,22,,7,1,49.99,49.99
10750,5772,22,,9,1,49.99,49.99
10751,5773,25,,,2,19.99,39.98
10752,5774,30,,,1,24.99,24.99
10753,5774,2,S,,1,99.99,99.99
10754,5775,8,L,,2,39.99,79.98
10755,5775,8,L,,1,39.99,39.99
10756,5776,14,,8,1,49.99,49.99
10757,5777,34,,,2,19.99,39.98
10758,5778,21,,8,1,29.99,29.99
10759,5779,35,,,2,29.99,59.98
10760,5780,15,,9,1,69.99,69.99
10761,5781,1,S,,1,59.99,59.99
10762,5781,8,L,,1,39.99,39.99
10763,5781,27,,,2,19.99,39.98
10764,5781,34,,,2,19.99,39.98
10765,5782,15,,11,1,69.99,69.99
10766,5782,22,,10,1,49.99,49.99
10767,5782,9,S,,2,59.99,119.98
10768,5782,26,,,2,15.99,31.98
10769,5783,24,,,2,12.99,25.98
10770,5784,18,,5,1,129.99,129.99
10771,5784,4,M,,1,49.99,49.99
10772,5784,28,,,1,18.99,18.99
10773,5784,12,S,,1,149.99,149.99
10774,5784,15,,8,1,69.99,69.99
10775,5785,25,,,2,19.99,39.98
10776,5785,23,,10,1,64.99,64.99
10777,5785,2,L,,1,99.99,99.99
10778,5786,28,,,2,18.99,37.98
10779,5787,31,,,2,69.99,139.98
10780,5788,15,,11,1,69.99,69.99
10781,5789,24,,,2,12.99,25.98
10782,5789,7,M,,1,29.99,29.99
10783,5789,4,L,,2,49.99,99.98
10784,5789,4,XS,,1,49.99,49.99
10785,5789,7,XL,,2,29.99,59.98
10786,5790,7,L,,2,29.99,59.98
10787,5790,6,XS,,1,119.99,119.99
10788,5791,24,,,1,12.99,12.99
10789,5791,10,L,,1,29.99,29.99
10790,5792,3,M,,2,129.99,259.98
10791,5793,31,,,2,69.99,139.98
10792,5794,3,M,,1,129.99,129.99
10793,5795,25,,,1,19.99,19.99
10794,5796,12,L,,1,149.99,149.99
10795,5797,25,,,1,19.99,19.99
10796,5797,7,S,,2,29.99,59.98
10797,5798,30,,,1,24.99,24.99
10798,5798,17,,6,1,99.99,99.99
10799,5798,34,,,1,19.99,19.99
10800,5799,1,M,,2,59.99,119.98
10801,5800,6,M,,1,119.99,119.99
10802,5800,28,,,1,18.99,18.99
10803,5800,9,L,,1,59.99,59.99
10804,5801,19,,8,1,49.99,49.99
10805,5801,22,,8,1,49.99,49.99
10806,5801,14,,8,1,49.99,49.99
10807,5801,19,,5,1,49.99,49.99
10808,5802,22,,7,1,49.99,49.99
10809,5802,1,XS,,1,59.99,59.99
10810,5802,21,,8,1,29.99,29.99
10811,5802,15,,10,1,69.99,69.99
10812,5803,35,,,2,29.99,59.98
10813,5804,4,L,,1,49.99,49.99
10814,5804,21,,5,1,29.99,29.99
10815,5804,24,,,2,12.99,25.98
10816,5805,35,,,1,29.99,29.99
10817,5805,8,M,,1,39.99,39.99
10818,5806,11,XS,,1,49.99,49.99
10819,5807,7,XS,,2,29.99,59.98
10820,5808,1,S,,1,59.99,59.99
10821,5809,10,S,,2,29.99,59.98
10822,5809,35,,,2,29.99,59.98
10823,5809,25,,,2,19.99,39.98
10824,5810,10,L,,1,29.99,29.99
10825,5811,2,L,,1,99.99,99.99
10826,5812,24,,,1,12.99,12.99
10827,5813,35,,,1,29.99,29.99
10828,5813,34,,,2,19.99,39.98
10829,5813,19,,5,1,49.99,49.99
10830,5813,1,XS,,2,59.99,119.98
10831,5814,25,,,2,19.99,39.98
10832,5814,32,,,1,49.99,49.99
10833,5815,28,,,1,18.99,18.99
10834,5815,28,,,2,18.99,37.98
10835,5816,1,L,,2,59.99,119.98
10836,5816,34,,,2,19.99,39.98
10837,5817,30,,,2,24.99,49.98
10838,5818,9,XS,,1,59.99,59.99
10839,5819,10,M,,1,29.99,29.99
10840,5820,15,,10,1,69.99,69.99
10841,5821,24,,,2,12.99,25.98
10842,5822,24,,,2,12.99,25.98
10843,5823,33,,,2,24.99,49.98
10844,5824,20,,9,1,19.99,19.99
10845,5824,3,XL,,1,129.99,129.99
10846,5825,26,,,1,15.99,15.99
10847,5826,34,,,2,19.99,39.98
10848,5827,8,XL,,2,39.99,79.98
10849,5827,4,S,,1,49.99,49.99
10850,5828,35,,,2,29.99,59.98
10851,5829,4,XS,,1,49.99,49.99
10852,5830,21,,10,1,29.99,29.99
10853,5831,11,L,,2,49.99,99.98
10854,5831,24,,,1,12.99,12.99
10855,5831,9,XS,,2,59.99,119.98
10856,5832,5,XL,,2,99.99,199.98
10857,5833,33,,,2,24.99,49.98
10858,5834,1,XS,,1,59.99,59.99
10859,5834,23,,7,1,64.99,64.99
10860,5835,16,,10,1,99.99,99.99
10861,5836,3,S,,1,129.99,129.99
10862,5837,15,,6,1,69.99,69.99
10863,5837,34,,,1,19.99,19.99
10864,5838,8,M,,1,39.99,39.99
10865,5839,24,,,2,12.99,25.98
10866,5840,26,,,1,15.99,15.99
10867,5841,20,,7,1,19.99,19.99
10868,5842,21,,10,1,29.99,29.99
10869,5842,29,,,2,24.99,49.98
10870,5842,26,,,1,15.99,15.99
10871,5842,11,L,,1,49.99,49.99
10872,5843,33,,,2,24.99,49.98
10873,5844,17,,8,1,99.99,99.99
10874,5845,3,M,,1,129.99,129.99
10875,5845,2,S,,1,99.99,99.99
10876,5846,28,,,2,18.99,37.98
10877,5846,14,,10,1,49.99,49.99
10878,5847,15,,11,1,69.99,69.99
10879,5847,31,,,2,69.99,139.98
10880,5847,24,,,1,12.99,12.99
10881,5847,27,,,1,19.99,19.99
10882,5847,33,,,2,24.99,49.98
10883,5847,33,,,1,24.99,24.99
10884,5847,20,,5,1,19.99,19.99
10885,5848,27,,,1,19.99,19.99
10886,5849,28,,,2,18.99,37.98
10887,5850,27,,,2,19.99,39.98
10888,5851,33,,,2,24.99,49.98
10889,5852,33,,,2,24.99,49.98
10890,5853,17,,9,1,99.99,99.99
10891,5854,15,,11,1,69.99,69.99
10892,5854,3,M,,1,129.99,129.99
10893,5854,3,XL,,1,129.99,129.99
10894,5855,20,,10,1,19.99,19.99
10895,5855,7,S,,1,29.99,29.99
10896,5856,3,XL,,1,129.99,129.99
10897,5856,10,S,,1,29.99,29.99
10898,5857,1,S,,1,59.99,59.99
10899,5858,29,,,2,24.99,49.98
10900,5859,30,,,2,24.99,49.98
10901,5859,29,,,2,24.99,49.98
10902,5859,25,,,2,19.99,39.98
10903,5860,5,XL,,1,99.99,99.99
10904,5860,21,,7,1,29.99,29.99
10905,5861,30,,,1,24.99,24.99
10906,5862,29,,,2,24.99,49.98
10907,5862,35,,,2,29.99,59.98
10908,5863,13,,10,1,69.99,69.99
10909,5864,3,L,,1,129.99,129.99
10910,5864,2,L,,1,99.99,99.99
10911,5865,31,,,2,69.99,139.98
10912,5865,16,,6,1,99.99,99.99
10913,5866,17,,5,1,99.99,99.99
10914,5866,29,,,2,24.99,49.98
10915,5867,26,,,1,15.99,15.99
10916,5868,30,,,1,24.99,24.99
10917,5868,26,,,2,15.99,31.98
10918,5868,8,M,,1,39.99,39.99
10919,5868,10,XL,,1,29.99,29.99
10920,5869,32,,,2,49.99,99.98
10921,5870,21,,8,1,29.99,29.99
10922,5870,25,,,1,19.99,19.99
10923,5871,2,XL,,1,99.99,99.99
10924,5872,7,XS,,1,29.99,29.99
10925,5873,26,,,1,15.99,15.99
10926,5874,14,,8,1,49.99,49.99
10927,5875,4,XS,,1,49.99,49.99
10928,5876,16,,8,1,99.99,99.99
10929,5877,33,,,1,24.99,24.99
10930,5877,28,,,1,18.99,18.99
10931,5877,17,,7,1,99.99,99.99
10932,5878,16,,8,1,99.99,99.99
10933,5878,4,XS,,1,49.99,49.99
10934,5879,25,,,2,19.99,39.98
10935,5880,15,,6,1,69.99,69.99
10936,5881,15,,10,1,69.99,69.99
10937,5881,9,M,,2,59.99,119.98
10938,5882,19,,5,1,49.99,49.99
10939,5882,6,XS,,1,119.99,119.99
10940,5883,32,,,1,49.99,49.99
10941,5883,30,,,2,24.99,49.98
10942,5883,33,,,1,24.99,24.99
10943,5884,10,XL,,2,29.99,59.98
10944,5885,35,,,2,29.99,59.98
10945,5885,8,XS,,2,39.99,79.98
10946,5885,24,,,1,12.99,12.99
10947,5886,32,,,2,49.99,99.98
10948,5886,26,,,2,15.99,31.98
10949,5886,34,,,1,19.99,19.99
10950,5887,16,,6,1,99.99,99.99
10951,5887,20,,6,1,19.99,19.99
10952,5888,27,,,1,19.99,19.99
10953,5888,30,,,2,24.99,49.98
10954,5888,33,,,1,24.99,24.99
10955,5889,30,,,2,24.99,49.98
10956,5890,8,S,,2,39.99,79.98
10957,5890,22,,10,1,49.99,49.99
10958,5890,24,,,1,12.99,12.99
10959,5891,25,,,2,19.99,39.98
10960,5892,26,,,1,15.99,15.99
10961,5893,19,,6,1,49.99,49.99
10962,5893,30,,,1,24.99,24.99
10963,5893,33,,,1,24.99,24.99
10964,5893,7,L,,1,29.99,29.99
10965,5894,25,,,2,19.99,39.98
10966,5895,5,XS,,1,99.99,99.99
10967,5895,8,L,,1,39.99,39.99
10968,5896,17,,8,1,99.99,99.99
10969,5896,15,,5,1,69.99,69.99
10970,5897,30,,,1,24.99,24.99
10971,5898,1,S,,2,59.99,119.98
10972,5899,22,,5,1,49.99,49.99
10973,5899,30,,,1,24.99,24.99
10974,5899,15,,7,1,69.99,69.99
10975,5899,7,S,,1,29.99,29.99
10976,5899,21,,9,1,29.99,29.99
10977,5900,21,,6,1,29.99,29.99
10978,5901,34,,,1,19.99,19.99
10979,5902,19,,6,1,49.99,49.99
10980,5902,31,,,1,69.99,69.99
10981,5903,9,M,,2,59.99,119.98
10982,5904,6,XS,,1,119.99,119.99
10983,5905,7,S,,2,29.99,59.98
10984,5906,8,XL,,2,39.99,79.98
10985,5907,7,XS,,1,29.99,29.99
10986,5907,16,,5,1,99.99,99.99
10987,5908,29,,,1,24.99,24.99
10988,5909,24,,,2,12.99,25.98
10989,5910,25,,,2,19.99,39.98
10990,5911,2,L,,1,99.99,99.99
10991,5912,15,,11,1,69.99,69.99
10992,5913,11,XS,,1,49.99,49.99
10993,5913,19,,6,1,49.99,49.99
10994,5913,15,,5,1,69.99,69.99
10995,5913,4,M,,1,49.99,49.99
10996,5914,10,S,,1,29.99,29.99
10997,5915,29,,,1,24.99,24.99
10998,5916,7,L,,2,29.99,59.98
10999,5916,14,,10,1,49.99,49.99
11000,5916,4,XS,,1,49.99,49.99
11001,5917,12,XL,,1,149.99,149.99
11002,5918,11,XS,,2,49.99,99.98
11003,5918,9,L,,1,59.99,59.99
11004,5919,4,M,,2,49.99,99.98
11005,5919,16,,5,1,99.99,99.99
11006,5920,3,L,,1,129.99,129.99
11007,5921,33,,,1,24.99,24.99
11008,5922,21,,11,1,29.99,29.99
11009,5923,22,,8,1,49.99,49.99
11010,5924,19,,11,1,49.99,49.99
11011,5924,12,L,,1,149.99,149.99
11012,5925,29,,,1,24.99,24.99
11013,5925,30,,,1,24.99,24.99
11014,5926,14,,9,1,49.99,49.99
11015,5926,31,,,2,69.99,139.98
11016,5926,18,,9,1,129.99,129.99
11017,5926,22,,5,1,49.99,49.99
11018,5926,24,,,2,12.99,25.98
11019,5926,31,,,1,69.99,69.99
11020,5926,16,,9,1,99.99,99.99
11021,5927,12,M,,1,149.99,149.99
11022,5928,7,XL,,1,29.99,29.99
11023,5929,30,,,1,24.99,24.99
11024,5930,27,,,2,19.99,39.98
11025,5931,33,,,2,24.99,49.98
11026,5931,18,,9,1,129.99,129.99
11027,5932,13,,7,1,69.99,69.99
11028,5932,10,L,,2,29.99,59.98
11029,5932,20,,8,1,19.99,19.99
11030,5933,22,,8,1,49.99,49.99
11031,5933,27,,,1,19.99,19.99
11032,5933,3,L,,1,129.99,129.99
11033,5933,33,,,2,24.99,49.98
11034,5933,19,,8,1,49.99,49.99
11035,5934,35,,,2,29.99,59.98
11036,5934,25,,,2,19.99,39.98
11037,5934,35,,,2,29.99,59.98
11038,5935,10,XS,,1,29.99,29.99
11039,5936,10,S,,1,29.99,29.99
11040,5937,35,,,2,29.99,59.98
11041,5938,7,XL,,1,29.99,29.99
11042,5938,18,,6,1,129.99,129.99
11043,5939,9,L,,2,59.99,119.98
11044,5940,23,,6,1,64.99,64.99
11045,5941,10,XS,,1,29.99,29.99
11046,5942,24,,,2,12.99,25.98
11047,5942,20,,10,1,19.99,19.99
11048,5942,10,XS,,1,29.99,29.99
11049,5942,23,,10,1,64.99,64.99
11050,5943,23,,9,1,64.99,64.99
11051,5943,33,,,2,24.99,49.98
11052,5943,34,,,2,19.99,39.98
11053,5943,30,,,1,24.99,24.99
11054,5944,11,M,,1,49.99,49.99
11055,5945,11,L,,2,49.99,99.98
11056,5946,20,,5,1,19.99,19.99
11057,5947,28,,,2,18.99,37.98
11058,5947,27,,,2,19.99,39.98
11059,5948,6,XL,,1,119.99,119.99
11060,5948,5,L,,1,99.99,99.99
11061,5949,30,,,1,24.99,24.99
11062,5950,24,,,2,12.99,25.98
11063,5951,35,,,2,29.99,59.98
11064,5952,2,L,,2,99.99,199.98
11065,5953,10,M,,1,29.99,29.99
11066,5954,31,,,2,69.99,139.98
11067,5955,21,,9,1,29.99,29.99
11068,5955,9,S,,2,59.99,119.98
11069,5956,23,,7,1,64.99,64.99
11070,5957,10,L,,1,29.99,29.99
11071,5958,22,,9,1,49.99,49.99
11072,5959,24,,,1,12.99,12.99
11073,5959,16,,9,1,99.99,99.99
11074,5959,26,,,1,15.99,15.99
11075,5960,12,L,,1,149.99,149.99
11076,5960,5,L,,1,99.99,99.99
11077,5961,7,XS,,2,29.99,59.98
11078,5961,35,,,2,29.99,59.98
11079,5961,30,,,2,24.99,49.98
11080,5962,8,M,,2,39.99,79.98
11081,5963,20,,11,1,19.99,19.99
11082,5964,14,,5,1,49.99,49.99
11083,5965,30,,,1,24.99,24.99
11084,5966,27,,,1,19.99,19.99
11085,5967,9,XS,,1,59.99,59.99
11086,5967,29,,,1,24.99,24.99
11087,5967,3,M,,1,129.99,129.99
11088,5968,31,,,2,69.99,139.98
11089,5968,17,,7,1,99.99,99.99
11090,5969,27,,,2,19.99,39.98
11091,5970,20,,5,1,19.99,19.99
11092,5970,23,,11,1,64.99,64.99
11093,5970,14,,5,1,49.99,49.99
11094,5971,15,,6,1,69.99,69.99
11095,5972,20,,9,1,19.99,19.99
11096,5973,15,,8,1,69.99,69.99
11097,5974,23,,11,1,64.99,64.99
11098,5974,22,,10,1,49.99,49.99
11099,5974,27,,,1,19.99,19.99
11100,5975,15,,7,1,69.99,69.99
11101,5976,20,,7,1,19.99,19.99
11102,5977,29,,,1,24.99,24.99
11103,5978,19,,9,1,49.99,49.99
11104,5978,29,,,2,24.99,49.98
11105,5978,10,XL,,1,29.99,29.99
11106,5979,25,,,2,19.99,39.98
11107,5979,30,,,1,24.99,24.99
11108,5979,30,,,2,24.99,49.98
11109,5980,30,,,1,24.99,24.99
11110,5981,11,XS,,1,49.99,49.99
11111,5981,35,,,2,29.99,59.98
11112,5982,7,XL,,1,29.99,29.99
11113,5983,25,,,1,19.99,19.99
11114,5984,24,,,1,12.99,12.99
11115,5984,34,,,2,19.99,39.98
11116,5984,26,,,1,15.99,15.99
11117,5985,20,,9,1,19.99,19.99
11118,5986,30,,,2,24.99,49.98
11119,5986,20,,5,1,19.99,19.99
11120,5986,32,,,1,49.99,49.99
11121,5987,35,,,2,29.99,59.98
11122,5988,7,XL,,2,29.99,59.98
11123,5989,24,,,1,12.99,12.99
11124,5989,11,L,,1,49.99,49.99
11125,5990,33,,,1,24.99,24.99
11126,5990,11,L,,2,49.99,99.98
11127,5991,34,,,1,19.99,19.99
11128,5991,25,,,2,19.99,39.98
11129,5991,24,,,2,12.99,25.98
11130,5992,5,XS,,1,99.99,99.99
11131,5992,17,,8,1,99.99,99.99
11132,5993,13,,8,1,69.99,69.99
11133,5993,33,,,2,24.99,49.98
11134,5994,33,,,1,24.99,24.99
11135,5995,7,M,,1,29.99,29.99
11136,5996,27,,,1,19.99,19.99
11137,5996,29,,,1,24.99,24.99
11138,5996,9,S,,1,59.99,59.99
11139,5997,26,,,2,15.99,31.98
11140,5997,26,,,2,15.99,31.98
11141,5997,32,,,1,49.99,49.99
11142,5997,29,,,1,24.99,24.99
11143,5997,33,,,1,24.99,24.99
11144,5998,14,,11,1,49.99,49.99
11145,5998,21,,7,1,29.99,29.99
11146,5999,16,,7,1,99.99,99.99
11147,5999,34,,,2,19.99,39.98
11148,6000,28,,,2,18.99,37.98
11149,6001,22,,11,1,49.99,49.99
11150,6001,1,S,,1,59.99,59.99
11151,6001,15,,7,1,69.99,69.99
11152,6002,31,,,1,69.99,69.99
11153,6003,29,,,2,24.99,49.98
11154,6004,34,,,1,19.99,19.99
11155,6004,34,,,2,19.99,39.98
11156,6004,23,,9,1,64.99,64.99
11157,6005,29,,,2,24.99,49.98
11158,6005,20,,7,1,19.99,19.99
11159,6005,10,XL,,1,29.99,29.99
11160,6005,21,,10,1,29.99,29.99
11161,6005,12,S,,1,149.99,149.99
11162,6006,33,,,1,24.99,24.99
11163,6007,15,,9,1,69.99,69.99
11164,6008,12,XL,,1,149.99,149.99
11165,6009,32,,,2,49.99,99.98
11166,6009,20,,5,1,19.99,19.99
11167,6009,18,,8,1,129.99,129.99
11168,6010,35,,,1,29.99,29.99
11169,6011,20,,7,1,19.99,19.99
11170,6011,14,,5,1,49.99,49.99
11171,6011,34,,,2,19.99,39.98
11172,6012,8,XS,,2,39.99,79.98
11173,6012,14,,8,1,49.99,49.99
11174,6012,20,,8,1,19.99,19.99
11175,6012,28,,,2,18.99,37.98
11176,6013,32,,,1,49.99,49.99
11177,6014,19,,8,1,49.99,49.99
11178,6014,27,,,2,19.99,39.98
11179,6015,24,,,2,12.99,25.98
11180,6016,20,,5,1,19.99,19.99
11181,6016,34,,,1,19.99,19.99
11182,6017,26,,,2,15.99,31.98
11183,6017,16,,8,1,99.99,99.99
11184,6018,21,,9,1,29.99,29.99
11185,6018,33,,,2,24.99,49.98
11186,6018,34,,,1,19.99,19.99
11187,6018,29,,,2,24.99,49.98
11188,6019,3,XL,,1,129.99,129.99
11189,6020,11,L,,2,49.99,99.98
11190,6020,19,,11,1,49.99,49.99
11191,6021,29,,,2,24.99,49.98
11192,6022,23,,9,1,64.99,64.99
11193,6023,27,,,1,19.99,19.99
11194,6024,31,,,2,69.99,139.98
11195,6024,2,L,,1,99.99,99.99
11196,6024,32,,,2,49.99,99.98
11197,6025,10,M,,2,29.99,59.98
11198,6026,34,,,1,19.99,19.99
11199,6026,17,,7,1,99.99,99.99
11200,6027,9,L,,2,59.99,119.98
11201,6028,21,,9,1,29.99,29.99
11202,6028,24,,,2,12.99,25.98
11203,6029,20,,7,1,19.99,19.99
11204,6030,19,,5,1,49.99,49.99
11205,6031,25,,,2,19.99,39.98
11206,6031,25,,,2,19.99,39.98
11207,6032,14,,7,1,49.99,49.99
11208,6033,15,,7,1,69.99,69.99
11209,6033,15,,10,1,69.99,69.99
11210,6034,24,,,2,12.99,25.98
11211,6034,23,,6,1,64.99,64.99
11212,6035,7,L,,1,29.99,29.99
11213,6036,5,XS,,2,99.99,199.98
11214,6037,19,,8,1,49.99,49.99
11215,6038,22,,6,1,49.99,49.99
11216,6039,30,,,1,24.99,24.99
11217,6039,24,,,1,12.99,12.99
11218,6039,24,,,1,12.99,12.99
11219,6039,18,,10,1,129.99,129.99
11220,6039,22,,11,1,49.99,49.99
11221,6040,22,,7,1,49.99,49.99
11222,6040,33,,,2,24.99,49.98
11223,6041,20,,11,1,19.99,19.99
11224,6042,25,,,1,19.99,19.99
11225,6043,20,,8,1,19.99,19.99
11226,6044,15,,8,1,69.99,69.99
11227,6045,33,,,1,24.99,24.99
11228,6046,26,,,1,15.99,15.99
11229,6047,24,,,2,12.99,25.98
11230,6048,28,,,1,18.99,18.99
11231,6049,7,XL,,2,29.99,59.98
11232,6050,8,L,,1,39.99,39.99
11233,6051,12,XS,,1,149.99,149.99
11234,6052,29,,,2,24.99,49.98
11235,6052,19,,7,1,49.99,49.99
11236,6053,4,M,,1,49.99,49.99
11237,6053,11,M,,1,49.99,49.99
11238,6054,30,,,2,24.99,49.98
11239,6055,5,L,,1,99.99,99.99
11240,6056,33,,,2,24.99,49.98
11241,6056,32,,,1,49.99,49.99
11242,6057,6,M,,2,119.99,239.98
11243,6058,24,,,2,12.99,25.98
11244,6058,22,,9,1,49.99,49.99
11245,6058,24,,,2,12.99,25.98
11246,6058,1,M,,1,59.99,59.99
11247,6058,27,,,1,19.99,19.99
11248,6058,35,,,2,29.99,59.98
11249,6059,19,,7,1,49.99,49.99
11250,6059,31,,,2,69.99,139.98
11251,6060,35,,,2,29.99,59.98
11252,6061,2,XS,,1,99.99,99.99
11253,6062,24,,,1,12.99,12.99
11254,6062,11,XL,,2,49.99,99.98
11255,6063,22,,10,1,49.99,49.99
11256,6064,26,,,1,15.99,15.99
11257,6064,13,,7,1,69.99,69.99
11258,6065,2,L,,1,99.99,99.99
11259,6065,7,M,,2,29.99,59.98
11260,6065,15,,8,1,69.99,69.99
11261,6065,11,L,,1,49.99,49.99
11262,6066,21,,5,1,29.99,29.99
11263,6067,4,XL,,1,49.99,49.99
11264,6067,26,,,1,15.99,15.99
11265,6068,13,,6,1,69.99,69.99
11266,6068,20,,10,1,19.99,19.99
11267,6069,9,S,,1,59.99,59.99
11268,6070,13,,10,1,69.99,69.99
11269,6071,20,,7,1,19.99,19.99
11270,6072,1,XS,,1,59.99,59.99
11271,6072,16,,9,1,99.99,99.99
11272,6073,29,,,2,24.99,49.98
11273,6073,7,S,,2,29.99,59.98
11274,6074,5,S,,1,99.99,99.99
11275,6075,6,XS,,1,119.99,119.99
11276,6076,24,,,1,12.99,12.99
11277,6077,26,,,1,15.99,15.99
11278,6077,32,,,1,49.99,49.99
11279,6078,25,,,1,19.99,19.99
11280,6078,35,,,1,29.99,29.99
11281,6078,24,,,2,12.99,25.98
11282,6078,29,,,2,24.99,49.98
11283,6079,32,,,2,49.99,99.98
11284,6080,14,,9,1,49.99,49.99
11285,6081,7,L,,1,29.99,29.99
11286,6082,35,,,1,29.99,29.99
11287,6082,6,XL,,2,119.99,239.98
11288,6082,33,,,1,24.99,24.99
11289,6082,14,,11,1,49.99,49.99
11290,6082,35,,,1,29.99,29.99
11291,6082,16,,10,1,99.99,99.99
11292,6082,21,,8,1,29.99,29.99
11293,6083,24,,,2,12.99,25.98
11294,6084,20,,10,1,19.99,19.99
11295,6085,18,,9,1,129.99,129.99
11296,6086,1,S,,1,59.99,59.99
11297,6087,8,XL,,1,39.99,39.99
11298,6088,24,,,1,12.99,12.99
11299,6088,11,XS,,2,49.99,99.98
11300,6089,4,M,,1,49.99,49.99
11301,6090,1,XS,,1,59.99,59.99
11302,6090,34,,,2,19.99,39.98
11303,6090,6,M,,1,119.99,119.99
11304,6090,25,,,2,19.99,39.98
11305,6090,34,,,1,19.99,19.99
11306,6090,29,,,1,24.99,24.99
11307,6091,27,,,1,19.99,19.99
11308,6092,25,,,2,19.99,39.98
11309,6092,8,XL,,1,39.99,39.99
11310,6093,35,,,2,29.99,59.98
11311,6093,16,,5,1,99.99,99.99
11312,6093,3,S,,1,129.99,129.99
11313,6093,24,,,2,12.99,25.98
11314,6093,12,M,,1,149.99,149.99
11315,6094,21,,6,1,29.99,29.99
11316,6094,34,,,1,19.99,19.99
11317,6095,10,XL,,2,29.99,59.98
11318,6095,2,L,,1,99.99,99.99
11319,6096,31,,,2,69.99,139.98
11320,6097,20,,7,1,19.99,19.99
11321,6098,22,,11,1,49.99,49.99
11322,6098,5,L,,1,99.99,99.99
11323,6099,25,,,1,19.99,19.99
11324,6100,5,XL,,2,99.99,199.98
11325,6101,35,,,1,29.99,29.99
11326,6101,18,,7,1,129.99,129.99
11327,6102,32,,,1,49.99,49.99
11328,6103,25,,,2,19.99,39.98
11329,6103,28,,,1,18.99,18.99
11330,6104,35,,,2,29.99,59.98
11331,6105,4,XS,,1,49.99,49.99
11332,6105,25,,,2,19.99,39.98
11333,6105,13,,9,1,69.99,69.99
11334,6105,17,,10,1,99.99,99.99
11335,6105,27,,,1,19.99,19.99
11336,6105,8,L,,2,39.99,79.98
11337,6106,34,,,1,19.99,19.99
11338,6107,32,,,1,49.99,49.99
11339,6107,30,,,1,24.99,24.99
11340,6108,4,L,,1,49.99,49.99
11341,6109,26,,,1,15.99,15.99
11342,6109,31,,,1,69.99,69.99
11343,6109,26,,,2,15.99,31.98
11344,6110,5,L,,2,99.99,199.98
11345,6110,28,,,1,18.99,18.99
11346,6110,25,,,2,19.99,39.98
11347,6111,1,S,,1,59.99,59.99
11348,6112,10,XS,,1,29.99,29.99
11349,6112,29,,,2,24.99,49.98
11350,6112,13,,6,1,69.99,69.99
11351,6113,33,,,1,24.99,24.99
11352,6114,13,,10,1,69.99,69.99
11353,6115,7,S,,2,29.99,59.98
11354,6116,23,,8,1,64.99,64.99
11355,6117,30,,,1,24.99,24.99
11356,6118,31,,,1,69.99,69.99
11357,6118,34,,,2,19.99,39.98
11358,6119,33,,,2,24.99,49.98
11359,6119,19,,8,1,49.99,49.99
11360,6120,21,,8,1,29.99,29.99
11361,6120,29,,,2,24.99,49.98
11362,6121,18,,10,1,129.99,129.99
11363,6122,5,M,,1,99.99,99.99
11364,6122,13,,5,1,69.99,69.99
11365,6123,10,L,,2,29.99,59.98
